Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
CUBIK,LORONG K TELOK KURAU,15,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"4,600",110 - 120,"1,200 - 1,300",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"4,750",130 - 140,"1,400 - 1,500",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"6,000",130 - 140,"1,400 - 1,500",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"4,000",110 - 120,"1,200 - 1,300",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"5,600",130 - 140,"1,400 - 1,500",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"6,200",130 - 140,"1,400 - 1,500",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"5,000",110 - 120,"1,200 - 1,300",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"5,200",130 - 140,"1,400 - 1,500",Jun 2019
CUSCADEN RESIDENCES,CUSCADEN ROAD,10,Non-landed Properties,2,"5,700",130 - 140,"1,300 - 1,400",Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,2,"4,300",100 - 110,"1,000 - 1,100",Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,2,"3,800",90 - 100,"1,000 - 1,100",Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,3,"5,900",140 - 150,"1,500 - 1,600",Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,2,"4,000",100 - 110,"1,000 - 1,100",Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,1,"2,800",60 - 70,600 - 700,Jun 2019
CYAN,KENG CHIN ROAD,10,Non-landed Properties,2,"4,150",90 - 100,"1,000 - 1,100",Jun 2019
D' CASITA,LORONG MARZUKI,14,Non-landed Properties,1,"1,800",40 - 50,500 - 600,Jun 2019
D' CASITA,LORONG MARZUKI,14,Non-landed Properties,3,"3,500",170 - 180,"1,800 - 1,900",Jun 2019
D' CASITA,LORONG MARZUKI,14,Non-landed Properties,1,"1,800",40 - 50,500 - 600,Jun 2019
D' CASITA,LORONG MARZUKI,14,Non-landed Properties,2,"2,800",70 - 80,800 - 900,Jun 2019
D' CASTILIA,JOO CHIAT LANE,15,Non-landed Properties,2,"3,309",110 - 120,"1,200 - 1,300",Jun 2019
D' HILLSIDE LOFT,PASIR PANJANG HILL,05,Non-landed Properties,3,"3,300",110 - 120,"1,200 - 1,300",Jun 2019
D' IXORAS,MINBU ROAD,11,Non-landed Properties,2,"2,600",70 - 80,800 - 900,Jun 2019
D' MARINE,JOO CHIAT ROAD,15,Non-landed Properties,3,"2,950",90 - 100,"900 - 1,000",Jun 2019
D'BANYAN,JALAN SENDUDOK,27,Non-landed Properties,2,"1,900",80 - 90,"900 - 1,000",Jun 2019
D'ECOSIA,STILL ROAD SOUTH,15,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jun 2019
D'ECOSIA,STILL ROAD SOUTH,15,Non-landed Properties,2,"2,650",70 - 80,800 - 900,Jun 2019
D'ELIAS,ELIAS TERRACE,18,Terrace House,NA,"4,200",210 - 220,"2,200 - 2,300",Jun 2019
D'GALLERY,JALAN MASJID,14,Non-landed Properties,3,"3,100",80 - 90,"900 - 1,000",Jun 2019
D'GROVE VILLAS,ORANGE GROVE ROAD,10,Non-landed Properties,NA,"8,800",260 - 270,"2,800 - 2,900",Jun 2019
D'GROVE VILLAS,ORANGE GROVE ROAD,10,Non-landed Properties,NA,"6,200",200 - 210,"2,100 - 2,200",Jun 2019
D'GROVE VILLAS,ORANGE GROVE ROAD,10,Non-landed Properties,NA,"6,500",220 - 230,"2,300 - 2,400",Jun 2019
D'HIRO@HILLSIDE,HILLSIDE DRIVE,19,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Jun 2019
D'HIRO@HILLSIDE,HILLSIDE DRIVE,19,Non-landed Properties,2,"2,200",160 - 170,"1,700 - 1,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,800",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,500",130 - 140,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,000",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,200",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,500",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,100",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,800",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,900",120 - 130,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"2,750",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,300",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"6,300",150 - 160,"1,600 - 1,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"3,100",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,500",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",120 - 130,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,300",100 - 110,"1,100 - 1,200",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",120 - 130,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,500",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"6,700",140 - 150,"1,500 - 1,600",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"10,000",340 - 350,"3,600 - 3,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"3,050",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,400",150 - 160,"1,600 - 1,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,000",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,800",160 - 170,"1,700 - 1,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,200",130 - 140,"1,400 - 1,500",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,300",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"3,050",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",100 - 110,"1,100 - 1,200",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,200",120 - 130,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"6,800",140 - 150,"1,600 - 1,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,600",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,600",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"10,700",350 - 360,"3,700 - 3,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,250",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,900",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,400",110 - 120,"1,100 - 1,200",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,400",80 - 90,800 - 900,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"2,700",60 - 70,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,500",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,650",120 - 130,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"12,200",340 - 350,"3,600 - 3,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,200",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"3,000",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,500",130 - 140,"1,400 - 1,500",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"2,900",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",130 - 140,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,700",120 - 130,"1,300 - 1,400",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"2,800",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,800",80 - 90,800 - 900,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"11,000",350 - 360,"3,700 - 3,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,500",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,200",70 - 80,700 - 800,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,700",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,200",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,850",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"6,000",150 - 160,"1,600 - 1,700",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"6,100",160 - 170,"1,700 - 1,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"8,500",180 - 190,"2,000 - 2,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"7,100",150 - 160,"1,700 - 1,800",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"2,800",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"3,750",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,000",100 - 110,"1,100 - 1,200",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"8,300",200 - 210,"2,200 - 2,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,500",110 - 120,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,300",130 - 140,"1,400 - 1,500",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"4,700",120 - 130,"1,200 - 1,300",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,000",140 - 150,"1,500 - 1,600",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,100",90 - 100,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,2,"4,000",100 - 110,"1,000 - 1,100",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,4,"7,800",220 - 230,"2,400 - 2,500",Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,1,"2,700",50 - 60,600 - 700,Jun 2019
D'LEEDON,LEEDON HEIGHTS,10,Non-landed Properties,3,"5,500",130 - 140,"1,400 - 1,500",Jun 2019
D'MANOR,TANAH MERAH KECHIL AVENUE,16,Terrace House,NA,"4,800",310 - 320,"3,300 - 3,400",Jun 2019
D'MIRA,BOON TECK ROAD,12,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
D'MIRA,BOON TECK ROAD,12,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
D'MIRA,BOON TECK ROAD,12,Non-landed Properties,4,"4,000",140 - 150,"1,500 - 1,600",Jun 2019
D'MIRA,BOON TECK ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jun 2019
D'MIRA,BOON TECK ROAD,12,Non-landed Properties,4,"4,100",140 - 150,"1,500 - 1,600",Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,3,"3,000",100 - 110,"1,100 - 1,200",Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,2,"2,100",70 - 80,700 - 800,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,2,"2,100",70 - 80,700 - 800,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,4,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
D'NEST,PASIR RIS GROVE,18,Non-landed Properties,1,"1,750",50 - 60,500 - 600,Jun 2019
D'OASIA,LORONG MELAYU,14,Non-landed Properties,1,"2,100",50 - 60,500 - 600,Jun 2019
D'PAVILION,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,350",80 - 90,"900 - 1,000",Jun 2019
D'SAVILLE,JALAN TENGGIRI,15,Non-landed Properties,3,"2,500",100 - 110,"1,000 - 1,100",Jun 2019
D'SAVILLE,JALAN TENGGIRI,15,Non-landed Properties,3,"3,000",100 - 110,"1,000 - 1,100",Jun 2019
D'WEAVE,LORONG 39 GEYLANG,14,Non-landed Properties,1,"1,700",30 - 40,400 - 500,Jun 2019
D'ZIRE,ROBEY CRESCENT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jun 2019
D'ZIRE,ROBEY CRESCENT,19,Non-landed Properties,1,"1,500",40 - 50,500 - 600,Jun 2019
D'ZIRE,ROBEY CRESCENT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Jun 2019
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-landed Properties,3,"2,300",110 - 120,"1,200 - 1,300",Jun 2019
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-landed Properties,3,"2,500",110 - 120,"1,200 - 1,300",Jun 2019
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-landed Properties,2,"2,100",90 - 100,"1,000 - 1,100",Jun 2019
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Jun 2019
DAISY PARK,DAISY AVENUE,13,Terrace House,NA,"2,700",160 - 170,"1,700 - 1,800",Jun 2019
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-landed Properties,2,"4,000",90 - 100,"1,000 - 1,100",Jun 2019
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-landed Properties,3,"5,900",120 - 130,"1,300 - 1,400",Jun 2019
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-landed Properties,2,"3,700",90 - 100,"1,000 - 1,100",Jun 2019
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-landed Properties,2,"3,800",90 - 100,"1,000 - 1,100",Jun 2019
DAKOTA RESIDENCES,DAKOTA CRESCENT,14,Non-landed Properties,3,"4,400",120 - 130,"1,200 - 1,300",Jun 2019
DALLA VALE,SPRINGLEAF AVENUE,26,Semi-Detached House,NA,"4,300",290 - 300,"3,200 - 3,300",Jun 2019
DALLA VALE,SPRINGLEAF AVENUE,26,Semi-Detached House,NA,"4,486",300 - 310,"3,300 - 3,400",Jun 2019
DALLA VALE,SPRINGLEAF AVENUE,26,Semi-Detached House,NA,"4,672",290 - 300,"3,200 - 3,300",Jun 2019
DAVISVILLE,JALAN SAYANG,14,Terrace House,NA,"5,500",350 - 360,"3,800 - 3,900",Jun 2019
DE CASALLE,LORONG N TELOK KURAU,15,Non-landed Properties,3,"3,200",100 - 110,"1,100 - 1,200",Jun 2019
DE CENTURION,TANJONG RHU ROAD,15,Non-landed Properties,1,"1,900",50 - 60,500 - 600,Jun 2019
DE CENTURION,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
DE CENTURION,TANJONG RHU ROAD,15,Non-landed Properties,1,"2,000",50 - 60,500 - 600,Jun 2019
DE PARADISO,MARTABAN ROAD,12,Non-landed Properties,1,"2,450",70 - 80,700 - 800,Jun 2019
DE PARADISO,MARTABAN ROAD,12,Non-landed Properties,2,"3,100",90 - 100,"1,000 - 1,100",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,400",100 - 110,"1,100 - 1,200",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,4,"5,500",170 - 180,"1,900 - 2,000",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,2,"2,900",90 - 100,"900 - 1,000",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,200",100 - 110,"1,100 - 1,200",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,100",100 - 110,"1,100 - 1,200",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,200",100 - 110,"1,100 - 1,200",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,500",110 - 120,"1,100 - 1,200",Jun 2019
DE ROYALE,JALAN RAMA RAMA,12,Non-landed Properties,3,"3,688",100 - 110,"1,100 - 1,200",Jun 2019
DEDAP GARDENS,DEDAP PLACE,28,Terrace House,NA,"4,100",180 - 190,"1,900 - 2,000",Jun 2019
DEDAP GARDENS,DEDAP PLACE,28,Terrace House,NA,"3,500",170 - 180,"1,800 - 1,900",Jun 2019
DELFI ORCHARD,ORCHARD ROAD,09,Non-landed Properties,2,"4,100",90 - 100,"1,000 - 1,100",Jun 2019
DENG FU VILLE,KAMPONG EUNOS,14,Non-landed Properties,3,"2,800",90 - 100,"1,000 - 1,100",Jun 2019
DENG FU VILLE,KAMPONG EUNOS,14,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Jun 2019
DERBYSHIRE HEIGHTS,DERBYSHIRE ROAD,11,Non-landed Properties,3,"3,400",120 - 130,"1,300 - 1,400",Jun 2019
DEVONSHIRE 12,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,650",40 - 50,400 - 500,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,900",40 - 50,500 - 600,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,800",40 - 50,400 - 500,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,700",40 - 50,400 - 500,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,700",40 - 50,500 - 600,Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"3,500",90 - 100,"1,000 - 1,100",Jun 2019
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-landed Properties,1,"2,700",40 - 50,400 - 500,Jun 2019
DOMAIN 21,DELTA ROAD,03,Non-landed Properties,2,"3,700",80 - 90,800 - 900,Jun 2019
DOMAIN 21,DELTA ROAD,03,Non-landed Properties,2,"3,700",80 - 90,"900 - 1,000",Jun 2019
DOMUS,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,100",90 - 100,"1,000 - 1,100",Jun 2019
DOMUS,IRRAWADDY ROAD,12,Non-landed Properties,1,"2,800",80 - 90,800 - 900,Jun 2019
DOMUS,IRRAWADDY ROAD,12,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Jun 2019
DOMUS,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,300",90 - 100,"1,000 - 1,100",Jun 2019
DORMER PARK,JERVOIS ROAD,10,Non-landed Properties,3,"4,800",140 - 150,"1,500 - 1,600",Jun 2019
DORMER PARK,JERVOIS ROAD,10,Non-landed Properties,3,"4,300",140 - 150,"1,500 - 1,600",Jun 2019
DORMER PARK,JERVOIS ROAD,10,Non-landed Properties,3,"4,900",140 - 150,"1,500 - 1,600",Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,2,"3,200",60 - 70,600 - 700,Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,2,"3,700",60 - 70,600 - 700,Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,1,"2,800",40 - 50,400 - 500,Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Jun 2019
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-landed Properties,1,"2,900",40 - 50,400 - 500,Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"2,600",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,4,"4,450",140 - 150,"1,500 - 1,600",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"2,600",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,550",120 - 130,"1,300 - 1,400",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,NA,"2,000",50 - 60,600 - 700,Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"2,750",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,800",110 - 120,"1,200 - 1,300",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"4,060",120 - 130,"1,300 - 1,400",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,700",110 - 120,"1,200 - 1,300",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"3,500",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,750",110 - 120,"1,200 - 1,300",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,2,"2,800",80 - 90,"900 - 1,000",Jun 2019
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-landed Properties,3,"3,800",120 - 130,"1,300 - 1,400",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"3,700",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"3,800",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"2,400",90 - 100,"900 - 1,000",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,1,"2,500",70 - 80,800 - 900,Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"3,650",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"2,750",80 - 90,"900 - 1,000",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"4,500",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"2,800",90 - 100,"900 - 1,000",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"2,750",90 - 100,"900 - 1,000",Jun 2019
DOVER PARKVIEW,DOVER RISE,05,Non-landed Properties,2,"2,800",80 - 90,"900 - 1,000",Jun 2019
DRAYCOTT EIGHT,DRAYCOTT PARK,10,Non-landed Properties,2,"5,600",100 - 110,"1,000 - 1,100",Jun 2019
DUCHESS CREST,DUCHESS AVENUE,10,Non-landed Properties,4,"5,400",160 - 170,"1,700 - 1,800",Jun 2019
