Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Jun 2019
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,2,"2,650",90 - 100,"900 - 1,000",Jun 2019
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,2,"2,700",60 - 70,700 - 800,Jun 2019
1919,SOPHIA ROAD,09,Non-landed Properties,2,"3,400",60 - 70,600 - 700,Jun 2019
1919,SOPHIA ROAD,09,Non-landed Properties,1,"2,800",50 - 60,500 - 600,Jun 2019
2 RVG,RIVER VALLEY GROVE,09,Non-landed Properties,2,"3,400",70 - 80,800 - 900,Jun 2019
21 ANDERSON,ANDERSON ROAD,10,Non-landed Properties,3,"8,000",150 - 160,"1,600 - 1,700",Jun 2019
21 ANDERSON,ANDERSON ROAD,10,Non-landed Properties,3,"8,000",150 - 160,"1,600 - 1,700",Jun 2019
21 RICHARDS,RICHARDS AVENUE,19,Non-landed Properties,2,"2,350",50 - 60,600 - 700,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,2,"3,000",50 - 60,500 - 600,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,2,"3,300",70 - 80,700 - 800,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,2,"2,800",70 - 80,800 - 900,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jun 2019
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,2,"3,000",50 - 60,500 - 600,Jun 2019
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,1,"1,750",30 - 40,400 - 500,Jun 2019
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,2,"2,100",40 - 50,400 - 500,Jun 2019
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,1,"1,800",30 - 40,400 - 500,Jun 2019
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Jun 2019
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"1,800",30 - 40,400 - 500,Jun 2019
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"1,900",30 - 40,400 - 500,Jun 2019
28 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,2,"2,500",70 - 80,800 - 900,Jun 2019
3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,10,Non-landed Properties,4,"13,560",210 - 220,"2,200 - 2,300",Jun 2019
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,2,"3,000",80 - 90,800 - 900,Jun 2019
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,2,"3,000",80 - 90,800 - 900,Jun 2019
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,2,"3,600",80 - 90,800 - 900,Jun 2019
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,1,"2,600",60 - 70,600 - 700,Jun 2019
38 AMBER,AMBER ROAD,15,Non-landed Properties,3,"3,500",110 - 120,"1,100 - 1,200",Jun 2019
38 AMBER,AMBER ROAD,15,Non-landed Properties,3,"3,300",110 - 120,"1,100 - 1,200",Jun 2019
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,400",60 - 70,600 - 700,Jun 2019
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"1,900",40 - 50,400 - 500,Jun 2019
38 I SUITES,IPOH LANE,15,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,350",40 - 50,500 - 600,Jun 2019
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,000",40 - 50,400 - 500,Jun 2019
38 JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jun 2019
3@SANDILANDS,SANDILANDS ROAD,19,Non-landed Properties,2,"2,200",70 - 80,700 - 800,Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,050",40 - 50,500 - 600,Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,3,"3,800",90 - 100,"1,000 - 1,100",Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,3,"4,300",90 - 100,"1,000 - 1,100",Jun 2019
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jun 2019
7 ON CHAPEL,CHAPEL ROAD,15,Non-landed Properties,1,"2,850",60 - 70,600 - 700,Jun 2019
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,200",70 - 80,800 - 900,Jun 2019
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,200",70 - 80,800 - 900,Jun 2019
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,300",70 - 80,800 - 900,Jun 2019
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,200",70 - 80,800 - 900,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,650",90 - 100,"900 - 1,000",Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",50 - 60,500 - 600,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,500",90 - 100,"900 - 1,000",Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,850",90 - 100,"900 - 1,000",Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,800",50 - 60,500 - 600,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,400",50 - 60,600 - 700,Jun 2019
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",50 - 60,600 - 700,Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,700",60 - 70,700 - 800,Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,400",60 - 70,700 - 800,Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,000",110 - 120,"1,100 - 1,200",Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,100",60 - 70,700 - 800,Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"4,700",100 - 110,"1,100 - 1,200",Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,2,"4,400",80 - 90,"900 - 1,000",Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"4,200",60 - 70,600 - 700,Jun 2019
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,000",60 - 70,700 - 800,Jun 2019
8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jun 2019
8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jun 2019
8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,3,"2,900",80 - 90,800 - 900,Jun 2019
8 FARRER SUITES,SING JOO WALK,08,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jun 2019
8 NAPIER,NAPIER ROAD,10,Non-landed Properties,4,"15,600",250 - 260,"2,700 - 2,800",Jun 2019
8 RODYK,RODYK STREET,09,Non-landed Properties,2,"5,550",110 - 120,"1,200 - 1,300",Jun 2019
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"3,100",40 - 50,400 - 500,Jun 2019
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"3,650",40 - 50,500 - 600,Jun 2019
833 M B RESIDENCES,MOUNTBATTEN ROAD,15,Non-landed Properties,1,"2,400",80 - 90,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,050",80 - 90,"900 - 1,000",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,500",100 - 110,"1,000 - 1,100",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,450",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,700",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,750",100 - 110,"1,000 - 1,100",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,NA,"1,800",30 - 40,300 - 400,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,750",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,000",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,NA,"1,800",40 - 50,400 - 500,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,850",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"1,850",100 - 110,"1,100 - 1,200",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,700",100 - 110,"1,000 - 1,100",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,350",130 - 140,"1,400 - 1,500",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"1,900",100 - 110,"1,100 - 1,200",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,100",100 - 110,"1,100 - 1,200",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,600",80 - 90,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,400",100 - 110,"1,000 - 1,100",Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,800",70 - 80,800 - 900,Jun 2019
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,200",80 - 90,"900 - 1,000",Jun 2019
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,3,"3,100",80 - 90,800 - 900,Jun 2019
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jun 2019
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,3,"3,000",80 - 90,800 - 900,Jun 2019
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,1,"2,350",40 - 50,500 - 600,Jun 2019
91 MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,500",50 - 60,500 - 600,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,600",80 - 90,"900 - 1,000",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,400",110 - 120,"1,100 - 1,200",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,5,"5,000",380 - 390,"4,100 - 4,200",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,800",90 - 100,"1,000 - 1,100",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,4,"3,100",120 - 130,"1,300 - 1,400",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,080",70 - 80,700 - 800,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",70 - 80,700 - 800,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,300",70 - 80,700 - 800,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,200",70 - 80,700 - 800,Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,350",90 - 100,"1,000 - 1,100",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,200",110 - 120,"1,200 - 1,300",Jun 2019
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,400",70 - 80,700 - 800,Jun 2019
AALTO,MEYER ROAD,15,Non-landed Properties,3,"5,200",140 - 150,"1,500 - 1,600",Jun 2019
AALTO,MEYER ROAD,15,Non-landed Properties,4,"8,000",220 - 230,"2,400 - 2,500",Jun 2019
AALTO,MEYER ROAD,15,Non-landed Properties,4,"6,000",180 - 190,"1,900 - 2,000",Jun 2019
ADAM GREEN,ADAM ROAD,11,Non-landed Properties,2,"3,000",130 - 140,"1,400 - 1,500",Jun 2019
ADAM GREEN,ADAM ROAD,11,Non-landed Properties,NA,"2,200",40 - 50,400 - 500,Jun 2019
ADAM GREEN,ADAM ROAD,11,Non-landed Properties,2,"3,300",70 - 80,700 - 800,Jun 2019
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,3,"3,900",110 - 120,"1,200 - 1,300",Jun 2019
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,3,"3,500",100 - 110,"1,100 - 1,200",Jun 2019
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,4,"3,800",130 - 140,"1,400 - 1,500",Jun 2019
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,3,"4,500",100 - 110,"1,100 - 1,200",Jun 2019
ADANA @ THOMSON,OLD UPPER THOMSON ROAD,20,Non-landed Properties,3,"2,200",60 - 70,700 - 800,Jun 2019
ADANA @ THOMSON,OLD UPPER THOMSON ROAD,20,Non-landed Properties,3,"2,600",80 - 90,800 - 900,Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,700",70 - 80,800 - 900,Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,4,"5,700",130 - 140,"1,400 - 1,500",Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,450",70 - 80,800 - 900,Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jun 2019
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Jun 2019
ADVANCE APARTMENTS,LORONG 25A GEYLANG,14,Non-landed Properties,NA,"3,700",140 - 150,"1,500 - 1,600",Jun 2019
AFFLUENCE COURT,AH SOO GARDEN,19,Non-landed Properties,NA,"2,300",100 - 110,"1,100 - 1,200",Jun 2019
AIRSTREAM,ST. MICHAEL'S ROAD,12,Non-landed Properties,1,"1,800",40 - 50,500 - 600,Jun 2019
AIRSTREAM,ST. MICHAEL'S ROAD,12,Non-landed Properties,1,"1,850",40 - 50,500 - 600,Jun 2019
AIRVIEW PARK,YUK TONG AVENUE,21,Terrace House,NA,"5,200",220 - 230,"2,400 - 2,500",Jun 2019
ALBA,CAIRNHILL RISE,09,Non-landed Properties,4,"11,479",200 - 210,"2,200 - 2,300",Jun 2019
ALBA,CAIRNHILL RISE,09,Non-landed Properties,3,"9,300",190 - 200,"2,000 - 2,100",Jun 2019
ALEGRIA,THOMSON ROAD,11,Non-landed Properties,1,"2,500",50 - 60,600 - 700,Jun 2019
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,100",90 - 100,"1,000 - 1,100",Jun 2019
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,400",90 - 100,"900 - 1,000",Jun 2019
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,400",90 - 100,"1,000 - 1,100",Jun 2019
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,200",90 - 100,"900 - 1,000",Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,750",80 - 90,"900 - 1,000",Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,1,"2,650",40 - 50,400 - 500,Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"3,900",80 - 90,"900 - 1,000",Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,000",80 - 90,"900 - 1,000",Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,250",60 - 70,600 - 700,Jun 2019
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,700",60 - 70,600 - 700,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,000",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,800",60 - 70,600 - 700,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,000",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,700",80 - 90,"900 - 1,000",Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,850",110 - 120,"1,100 - 1,200",Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,300",40 - 50,500 - 600,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,800",100 - 110,"1,000 - 1,100",Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,500",50 - 60,600 - 700,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,100",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jun 2019
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,300",30 - 40,300 - 400,Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,2,"2,950",90 - 100,"900 - 1,000",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,3,"4,600",170 - 180,"1,800 - 1,900",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,2,"2,800",90 - 100,"900 - 1,000",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,2,"3,250",90 - 100,"900 - 1,000",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,2,"2,800",90 - 100,"900 - 1,000",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,3,"4,500",170 - 180,"1,800 - 1,900",Jun 2019
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,2,"2,700",90 - 100,"900 - 1,000",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"8,271",120 - 130,"1,300 - 1,400",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"5,500",70 - 80,800 - 900,Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"8,271",130 - 140,"1,300 - 1,400",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"6,800",90 - 100,"1,000 - 1,100",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"8,037",130 - 140,"1,300 - 1,400",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"6,000",90 - 100,"1,000 - 1,100",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"5,500",90 - 100,"900 - 1,000",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"8,832",120 - 130,"1,300 - 1,400",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"6,730",80 - 90,"900 - 1,000",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,800",70 - 80,700 - 800,Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,100",40 - 50,500 - 600,Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"3,800",40 - 50,500 - 600,Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"7,807",130 - 140,"1,400 - 1,500",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"5,700",90 - 100,"1,000 - 1,100",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"5,750",90 - 100,"1,000 - 1,100",Jun 2019
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"6,660",90 - 100,"1,000 - 1,100",Jun 2019
AMANINDA,THOMSON ROAD,11,Non-landed Properties,2,"3,000",80 - 90,"900 - 1,000",Jun 2019
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,4,"4,300",120 - 130,"1,300 - 1,400",Jun 2019
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,3,"3,100",100 - 110,"1,100 - 1,200",Jun 2019
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,3,"3,250",110 - 120,"1,100 - 1,200",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,2,"4,000",80 - 90,"900 - 1,000",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,2,"3,500",80 - 90,"900 - 1,000",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,3,"4,600",110 - 120,"1,100 - 1,200",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,4,"6,000",150 - 160,"1,600 - 1,700",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,2,"3,850",80 - 90,"900 - 1,000",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,3,"5,200",110 - 120,"1,100 - 1,200",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,2,"3,800",80 - 90,"900 - 1,000",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,2,"4,200",80 - 90,"900 - 1,000",Jun 2019
AMARYLLIS VILLE,NEWTON ROAD,11,Non-landed Properties,3,"4,900",110 - 120,"1,200 - 1,300",Jun 2019
AMBER POINT,AMBER ROAD,15,Non-landed Properties,NA,"3,700",140 - 150,"1,500 - 1,600",Jun 2019
AMBER POINT,AMBER ROAD,15,Non-landed Properties,NA,"3,700",140 - 150,"1,500 - 1,600",Jun 2019
AMBER POINT,AMBER ROAD,15,Non-landed Properties,NA,"3,700",130 - 140,"1,500 - 1,600",Jun 2019
AMBER SKYE,AMBER ROAD,15,Non-landed Properties,2,"5,100",90 - 100,"1,000 - 1,100",Jun 2019
AMBERGLADES,AMBER GARDENS,15,Non-landed Properties,NA,"3,358",110 - 120,"1,200 - 1,300",Jun 2019
AMBERGLADES,AMBER GARDENS,15,Non-landed Properties,NA,"3,265",110 - 120,"1,200 - 1,300",Jun 2019
