Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
HORIZON GARDENS,ANG MO KIO AVENUE 2,20,Terrace House,NA,"4,200",260 - 270,"2,800 - 2,900",Jan 2019
HORIZON GREEN,ANG MO KIO AVENUE 2,20,Terrace House,NA,"5,600",350 - 360,"3,800 - 3,900",Jan 2019
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-landed Properties,2,"4,000",90 - 100,"1,000 - 1,100",Jan 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"5,700",190 - 200,"2,000 - 2,100",Jan 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"5,000",180 - 190,"2,000 - 2,100",Jan 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"6,009",200 - 210,"2,200 - 2,300",Jan 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"6,014",180 - 190,"2,000 - 2,100",Jan 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"4,800",200 - 210,"2,200 - 2,300",Jan 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"5,500",190 - 200,"2,100 - 2,200",Jan 2019
HORIZON TOWERS,LEONIE HILL,09,Non-landed Properties,4,"7,000",240 - 250,"2,500 - 2,600",Jan 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"7,500",200 - 210,"2,200 - 2,300",Jan 2019
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-landed Properties,4,"5,500",180 - 190,"2,000 - 2,100",Jan 2019
HOUGANG GREEN,BUANGKOK GREEN,19,Non-landed Properties,4,"2,931",160 - 170,"1,700 - 1,800",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,200",120 - 130,"1,300 - 1,400",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,800",140 - 150,"1,500 - 1,600",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,700",140 - 150,"1,500 - 1,600",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,100",80 - 90,"900 - 1,000",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,500",110 - 120,"1,200 - 1,300",Jan 2019
HUME PARK I,HUME AVENUE,21,Non-landed Properties,3,"2,650",140 - 150,"1,500 - 1,600",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,2,"2,250",90 - 100,"1,000 - 1,100",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,2,"2,100",90 - 100,"1,000 - 1,100",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,3,"2,500",130 - 140,"1,400 - 1,500",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,3,"2,600",110 - 120,"1,200 - 1,300",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,3,"2,500",110 - 120,"1,200 - 1,300",Jan 2019
HUME PARK II,HUME AVENUE,21,Non-landed Properties,4,"3,300",160 - 170,"1,700 - 1,800",Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"3,500",80 - 90,"900 - 1,000",Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,600",70 - 80,700 - 800,Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,500",80 - 90,"900 - 1,000",Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,788",80 - 90,"900 - 1,000",Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,3,"4,300",120 - 130,"1,300 - 1,400",Jan 2019
HUNDRED TREES,WEST COAST DRIVE,05,Non-landed Properties,2,"2,400",80 - 90,"900 - 1,000",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,400",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,450",50 - 60,600 - 700,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,150",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,250",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,455",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,800",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,000",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,000",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"2,900",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,400",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,900",90 - 100,"900 - 1,000",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,250",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,500",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,"900 - 1,000",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"2,900",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,700",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,200",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,600",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,450",50 - 60,600 - 700,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,300",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,100",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,800",80 - 90,"900 - 1,000",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,200",90 - 100,"1,000 - 1,100",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,650",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,500",80 - 90,800 - 900,Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"4,500",80 - 90,"900 - 1,000",Jan 2019
ICON,GOPENG STREET,02,Non-landed Properties,2,"5,000",80 - 90,800 - 900,Jan 2019
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-landed Properties,5,"3,700",160 - 170,"1,700 - 1,800",Jan 2019
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-landed Properties,1,"1,950",30 - 40,300 - 400,Jan 2019
IDYLLIC RESIDENCES,LORONG M TELOK KURAU,15,Non-landed Properties,2,"2,300",80 - 90,"900 - 1,000",Jan 2019
IDYLLIC RESIDENCES,LORONG M TELOK KURAU,15,Non-landed Properties,2,"2,300",90 - 100,"900 - 1,000",Jan 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jan 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jan 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Jan 2019
IDYLLIC SUITES,LORONG 30 GEYLANG,14,Non-landed Properties,1,"1,700",30 - 40,400 - 500,Jan 2019
ILLOURA,OLD HOLLAND ROAD,10,Semi-Detached House,NA,"11,000",390 - 400,"4,200 - 4,300",Jan 2019
ILLOURA,OLD HOLLAND ROAD,10,Detached House,NA,"12,450",410 - 420,"4,400 - 4,500",Jan 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,2,"3,150",50 - 60,600 - 700,Jan 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,NA,"2,600",40 - 50,400 - 500,Jan 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,2,"3,400",50 - 60,600 - 700,Jan 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,NA,"2,500",40 - 50,400 - 500,Jan 2019
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-landed Properties,NA,"2,500",40 - 50,400 - 500,Jan 2019
IMPERIAL HEIGHTS,IPOH LANE,15,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"2,700",60 - 70,700 - 800,Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,530",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,069",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,400",120 - 130,"1,300 - 1,400",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,000",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,000",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,022",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,800",130 - 140,"1,400 - 1,500",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"4,150",120 - 130,"1,300 - 1,400",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,200",80 - 90,"900 - 1,000",Jan 2019
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-landed Properties,NA,"3,000",80 - 90,"900 - 1,000",Jan 2019
INTERO,LEICESTER ROAD,13,Non-landed Properties,3,"2,900",90 - 100,"1,000 - 1,100",Jan 2019
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,900",90 - 100,"900 - 1,000",Jan 2019
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,900",90 - 100,"900 - 1,000",Jan 2019
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jan 2019
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,200",90 - 100,"900 - 1,000",Jan 2019
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"2,900",70 - 80,700 - 800,Jan 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,950",250 - 260,"2,700 - 2,800",Jan 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"5,000",270 - 280,"2,900 - 3,000",Jan 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"7,000",240 - 250,"2,600 - 2,700",Jan 2019
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"6,300",240 - 250,"2,600 - 2,700",Jan 2019
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,700",30 - 40,300 - 400,Jan 2019
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,650",40 - 50,400 - 500,Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,750",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,500",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,000",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,100",130 - 140,"1,400 - 1,500",Jan 2019
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,500 - 1,600",Jan 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,2,"2,700",70 - 80,700 - 800,Jan 2019
J C DRAYCOTT,DRAYCOTT DRIVE,10,Non-landed Properties,2,"3,100",70 - 80,800 - 900,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"3,500",80 - 90,800 - 900,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"3,200",60 - 70,700 - 800,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"3,700",90 - 100,"900 - 1,000",Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,450",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"2,900",50 - 60,600 - 700,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"4,500",90 - 100,"900 - 1,000",Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,3,"3,800",80 - 90,800 - 900,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,520",40 - 50,500 - 600,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,450",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,4,"4,200",110 - 120,"1,200 - 1,300",Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"3,300",60 - 70,600 - 700,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,550",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,1,"2,550",40 - 50,500 - 600,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jan 2019
J GATEWAY,GATEWAY DRIVE,22,Non-landed Properties,2,"2,900",60 - 70,600 - 700,Jan 2019
JADE MANSION,LEEDON ROAD,10,Non-landed Properties,NA,"5,800",210 - 220,"2,200 - 2,300",Jan 2019
JADE RESIDENCES,LEW LIAN VALE,19,Non-landed Properties,2,"2,200",50 - 60,500 - 600,Jan 2019
JADE RESIDENCES,LEW LIAN VALE,19,Non-landed Properties,3,"2,600",80 - 90,"900 - 1,000",Jan 2019
JALAN BESAR PLAZA,KITCHENER ROAD,08,Non-landed Properties,4,"3,200",130 - 140,"1,400 - 1,500",Jan 2019
JALAN BESAR PLAZA,KITCHENER ROAD,08,Non-landed Properties,4,"3,900",130 - 140,"1,400 - 1,500",Jan 2019
JALAN BESAR PLAZA,KITCHENER ROAD,08,Non-landed Properties,2,"2,300",70 - 80,800 - 900,Jan 2019
JARDIN,DUNEARN ROAD,21,Non-landed Properties,3,"5,400",140 - 150,"1,500 - 1,600",Jan 2019
JARDIN,DUNEARN ROAD,21,Non-landed Properties,3,"5,630",140 - 150,"1,500 - 1,600",Jan 2019
JERVOIS COURT,JERVOIS ROAD,10,Non-landed Properties,NA,"7,000",270 - 280,"2,900 - 3,000",Jan 2019
JERVOIS GROVE,JERVOIS ROAD,10,Non-landed Properties,3,"3,100",120 - 130,"1,300 - 1,400",Jan 2019
JERVOIS JADE APARTMENTS,JERVOIS CLOSE,10,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jan 2019
JERVOIS JADE APARTMENTS,JERVOIS CLOSE,10,Non-landed Properties,3,"3,800",130 - 140,"1,400 - 1,500",Jan 2019
JERVOIS LODGE,JERVOIS ROAD,10,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jan 2019
JERVOIS MEADOWS,JERVOIS ROAD,10,Non-landed Properties,2,"2,800",90 - 100,"1,000 - 1,100",Jan 2019
JERVOIS REGENCY,JERVOIS ROAD,10,Non-landed Properties,3,"3,900",100 - 110,"1,000 - 1,100",Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,050",60 - 70,600 - 700,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,100",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,200",70 - 80,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,200",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,100",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,850",40 - 50,400 - 500,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,200",60 - 70,600 - 700,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,3,"2,500",80 - 90,800 - 900,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,350",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,050",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,200",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,350",70 - 80,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,3,"2,725",80 - 90,"900 - 1,000",Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,250",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,3,"2,800",100 - 110,"1,100 - 1,200",Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,250",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,800",50 - 60,500 - 600,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,150",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,2,"2,100",60 - 70,700 - 800,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jan 2019
JEWEL @ BUANGKOK,COMPASSVALE BOW,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jan 2019
JIA,WILKIE ROAD,09,Non-landed Properties,3,"4,500",140 - 150,"1,500 - 1,600",Jan 2019
JIA,WILKIE ROAD,09,Non-landed Properties,3,"4,800",140 - 150,"1,500 - 1,600",Jan 2019
JIA,WILKIE ROAD,09,Non-landed Properties,3,"5,000",150 - 160,"1,600 - 1,700",Jan 2019
JJ'S RESIDENCES @ JERVOIS,JERVOIS ROAD,10,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Jan 2019
JJ'S RESIDENCES @ JERVOIS,JERVOIS ROAD,10,Non-landed Properties,1,"3,300",50 - 60,600 - 700,Jan 2019
JJH RESIDENCES,WOLSKEL ROAD,13,Non-landed Properties,3,"1,700",80 - 90,"900 - 1,000",Jan 2019
JJH RESIDENCES,WOLSKEL ROAD,13,Non-landed Properties,3,"1,600",80 - 90,"900 - 1,000",Jan 2019
JJH RESIDENCES,WOLSKEL ROAD,13,Non-landed Properties,3,"1,700",80 - 90,"900 - 1,000",Jan 2019
JOOL SUITES,SING JOO WALK,08,Non-landed Properties,1,"1,900",40 - 50,400 - 500,Jan 2019
JOOL SUITES,SING JOO WALK,08,Non-landed Properties,1,"1,900",30 - 40,300 - 400,Jan 2019
JOOL SUITES,SING JOO WALK,08,Non-landed Properties,1,"2,500",50 - 60,600 - 700,Jan 2019
JUBILEE RESIDENCE,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jan 2019
JUPITER 18,LORONG 102 CHANGI,15,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Jan 2019
JUPITER 18,LORONG 102 CHANGI,15,Non-landed Properties,2,"2,100",50 - 60,600 - 700,Jan 2019
JUPITER 18,LORONG 102 CHANGI,15,Non-landed Properties,1,"1,650",30 - 40,400 - 500,Jan 2019
JUPITER 18,LORONG 102 CHANGI,15,Non-landed Properties,1,"1,800",30 - 40,400 - 500,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,500",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,800",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,3,"6,000",130 - 140,"1,400 - 1,500",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,200",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"2,600",40 - 50,500 - 600,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,3,"5,000",130 - 140,"1,400 - 1,500",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,000",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,000",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,270",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,3,"7,000",170 - 180,"1,900 - 2,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,400",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,000",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,400",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"3,900",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,300",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"2,900",40 - 50,500 - 600,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"5,000",90 - 100,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,300",80 - 90,"900 - 1,000",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,1,"3,000",60 - 70,600 - 700,Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,500",100 - 110,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"5,000",100 - 110,"1,000 - 1,100",Jan 2019
KALLANG RIVERSIDE,KAMPONG BUGIS,12,Non-landed Properties,2,"4,300",90 - 100,"1,000 - 1,100",Jan 2019
KAMPONG GLAM CONSERVATION AREA,HAJI LANE,07,Terrace House,NA,"6,500",70 - 80,700 - 800,Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,1,"2,000",50 - 60,500 - 600,Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,2,"2,800",80 - 90,"900 - 1,000",Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,2,"2,400",40 - 50,500 - 600,Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,2,"2,600",60 - 70,600 - 700,Jan 2019
KAP RESIDENCES,KING ALBERT PARK,21,Non-landed Properties,1,"2,000",40 - 50,500 - 600,Jan 2019
KASTURINA LODGE,KAY POH ROAD,10,Non-landed Properties,2,"2,500",70 - 80,700 - 800,Jan 2019
