Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"5,600",290 - 300,"3,100 - 3,200",Mar 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"3,900",120 - 130,"1,300 - 1,400",Mar 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"4,100",120 - 130,"1,300 - 1,400",Mar 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jan 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Jul 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,500",90 - 100,"1,000 - 1,100",Jul 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,450",90 - 100,"1,000 - 1,100",Jul 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"3,900",120 - 130,"1,300 - 1,400",Jun 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"1,000 - 1,100",Sep 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,200",90 - 100,"900 - 1,000",Sep 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,200",90 - 100,"900 - 1,000",Sep 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"4,200",120 - 130,"1,300 - 1,400",Sep 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"4,000",120 - 130,"1,300 - 1,400",Aug 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"3,900",120 - 130,"1,300 - 1,400",Sep 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,100",90 - 100,"1,000 - 1,100",Oct 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"2,850",90 - 100,"900 - 1,000",Oct 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,3,"3,600",120 - 130,"1,300 - 1,400",Nov 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,400",90 - 100,"1,000 - 1,100",Nov 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,000",90 - 100,"900 - 1,000",Dec 2020
IRESIDENCES,IRRAWADDY ROAD,12,Non-landed Properties,2,"3,100",90 - 100,"1,000 - 1,100",Dec 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"4,000",70 - 80,700 - 800,Feb 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,500",90 - 100,"1,000 - 1,100",Apr 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,600",100 - 110,"1,000 - 1,100",Apr 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,300",100 - 110,"1,000 - 1,100",Feb 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,400",70 - 80,700 - 800,May 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,800",90 - 100,"1,000 - 1,100",May 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"4,750",90 - 100,"1,000 - 1,100",Mar 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,800",70 - 80,700 - 800,Feb 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,600",70 - 80,700 - 800,Mar 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,900",100 - 110,"1,100 - 1,200",Feb 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,100",70 - 80,700 - 800,Feb 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,4,"3,600",110 - 120,"1,100 - 1,200",Jul 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jun 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"2,900",70 - 80,700 - 800,Jul 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,400",90 - 100,"1,000 - 1,100",Jul 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,700",100 - 110,"1,100 - 1,200",Jun 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,300",80 - 90,"900 - 1,000",Jul 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jun 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,800",100 - 110,"1,000 - 1,100",Aug 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,500",100 - 110,"1,000 - 1,100",Sep 2020
IRIDIUM,LINCOLN ROAD,11,Non-landed Properties,3,"3,500",90 - 100,"1,000 - 1,100",Oct 2020
ISLAND COUNTRY VILLAS,OLD UPPER THOMSON ROAD,20,Semi-Detached House,NA,"6,600",230 - 240,"2,500 - 2,600",Mar 2020
ISLAND COUNTRY VILLAS,CASUARINA WALK,20,Semi-Detached House,NA,"3,800",240 - 250,"2,600 - 2,700",Aug 2020
ISLAND GARDENS,ISLAND GARDENS WALK,20,Terrace House,NA,"4,000",210 - 220,"2,300 - 2,400",May 2020
ISLAND GARDENS,ISLAND GARDENS WALK,20,Terrace House,NA,"4,200",280 - 290,"3,000 - 3,100",Jul 2020
ISLAND GARDENS,ISLAND GARDENS WALK,20,Terrace House,NA,"6,800",420 - 430,"4,500 - 4,600",Oct 2020
ISLAND PARK,JALAN TAMBUR,20,Semi-Detached House,NA,"3,200",280 - 290,"3,100 - 3,200",Apr 2020
ISLAND PARK,JALAN TAMBUR,20,Semi-Detached House,NA,"4,800",370 - 380,"4,000 - 4,100",Sep 2020
ISLAND PARK,JALAN TAMBUR,20,Semi-Detached House,NA,"5,500",390 - 400,"4,200 - 4,300",Dec 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"8,150",330 - 340,"3,500 - 3,600",Apr 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,000",330 - 340,"3,500 - 3,600",Apr 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,500",320 - 330,"3,400 - 3,500",Jan 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,600",330 - 340,"3,500 - 3,600",Feb 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"5,750",300 - 310,"3,300 - 3,400",Feb 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,000",320 - 330,"3,400 - 3,500",Jul 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,000",300 - 310,"3,300 - 3,400",Jul 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"7,750",300 - 310,"3,300 - 3,400",Jun 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"8,600",330 - 340,"3,500 - 3,600",Jul 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,450",300 - 310,"3,300 - 3,400",Jun 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"5,500",280 - 290,"3,000 - 3,100",Aug 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,000",310 - 320,"3,400 - 3,500",Aug 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"7,000",270 - 280,"2,900 - 3,000",Aug 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"7,400",270 - 280,"2,900 - 3,000",Aug 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,000",330 - 340,"3,500 - 3,600",Sep 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"7,500",320 - 330,"3,400 - 3,500",Oct 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"6,200",300 - 310,"3,300 - 3,400",Nov 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,3,"7,200",320 - 330,"3,400 - 3,500",Dec 2020
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-landed Properties,4,"7,400",270 - 280,"2,900 - 3,000",Dec 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Apr 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,700",30 - 40,300 - 400,Mar 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,000",50 - 60,600 - 700,Apr 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,3,"2,475",100 - 110,"1,100 - 1,200",Apr 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,100",50 - 60,500 - 600,May 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"2,000",30 - 40,300 - 400,May 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,100",50 - 60,600 - 700,Feb 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,3,"2,700",100 - 110,"1,000 - 1,100",Jun 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,3,"2,700",100 - 110,"1,000 - 1,100",Jun 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,700",30 - 40,300 - 400,Aug 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,800",30 - 40,300 - 400,Aug 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,900",30 - 40,300 - 400,Jul 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Sep 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,700",30 - 40,300 - 400,Oct 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,700",30 - 40,300 - 400,Oct 2020
ISUITES @ MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,000",50 - 60,500 - 600,Nov 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,050",50 - 60,600 - 700,Apr 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Apr 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Apr 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"1,800",50 - 60,600 - 700,Jun 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jan 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,050",50 - 60,600 - 700,Feb 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"1,800",50 - 60,600 - 700,May 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Feb 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,000",50 - 60,600 - 700,Jan 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,650",40 - 50,400 - 500,Jan 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Feb 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Jul 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,3,"2,900",110 - 120,"1,100 - 1,200",Jul 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Jun 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"1,850",50 - 60,600 - 700,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,150",40 - 50,400 - 500,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,500",40 - 50,400 - 500,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,550",40 - 50,400 - 500,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Aug 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,650",40 - 50,400 - 500,Sep 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"1,800",70 - 80,800 - 900,Sep 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,550",40 - 50,400 - 500,Oct 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,Oct 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,050",50 - 60,600 - 700,Nov 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,2,"2,000",50 - 60,600 - 700,Dec 2020
ISUITES @ PALM,GLASGOW ROAD,19,Non-landed Properties,3,"2,788",110 - 120,"1,100 - 1,200",Dec 2020
ISUITES @ TANI,JALAN TANI,19,Non-landed Properties,2,"1,900",50 - 60,600 - 700,Mar 2020
ISUITES @ TANI,JALAN TANI,19,Non-landed Properties,1,"1,800",30 - 40,400 - 500,Jan 2020
ISUITES @ TANI,JALAN TANI,19,Non-landed Properties,1,"1,500",40 - 50,400 - 500,Jun 2020
ISUITES @ TANI,JALAN TANI,19,Non-landed Properties,2,"1,900",50 - 60,600 - 700,Aug 2020
ISUITES @ TANI,JALAN TANI,19,Non-landed Properties,2,"1,600",50 - 60,600 - 700,Oct 2020
IVORY,CEYLON LANE,15,Non-landed Properties,3,"3,300",150 - 160,"1,700 - 1,800",May 2020
IVORY,CEYLON LANE,15,Non-landed Properties,1,"1,900",50 - 60,600 - 700,Jan 2020
IVORY,CEYLON LANE,15,Non-landed Properties,1,"1,850",50 - 60,600 - 700,Aug 2020
IVORY,CEYLON LANE,15,Non-landed Properties,3,"3,200",90 - 100,"1,000 - 1,100",Sep 2020
IVORY APARTMENTS,EAST COAST ROAD,15,Non-landed Properties,NA,"3,700",320 - 330,"3,400 - 3,500",Apr 2020
IVORY APARTMENTS,EAST COAST ROAD,15,Non-landed Properties,NA,"4,500",320 - 330,"3,400 - 3,500",Nov 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",150 - 160,"1,700 - 1,800",Feb 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",130 - 140,"1,400 - 1,500",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",150 - 160,"1,700 - 1,800",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",150 - 160,"1,700 - 1,800",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",150 - 160,"1,600 - 1,700",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,350",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,450",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,650",150 - 160,"1,600 - 1,700",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",180 - 190,"1,900 - 2,000",Jun 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"3,250",170 - 180,"1,800 - 1,900",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",150 - 160,"1,700 - 1,800",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",130 - 140,"1,400 - 1,500",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",180 - 190,"1,900 - 2,000",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,500",150 - 160,"1,700 - 1,800",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",170 - 180,"1,800 - 1,900",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",130 - 140,"1,400 - 1,500",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",150 - 160,"1,600 - 1,700",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",180 - 190,"1,900 - 2,000",Feb 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"3,000",170 - 180,"1,800 - 1,900",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",150 - 160,"1,600 - 1,700",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,400 - 1,500",Feb 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,300",130 - 140,"1,400 - 1,500",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,200",130 - 140,"1,400 - 1,500",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",150 - 160,"1,700 - 1,800",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",150 - 160,"1,700 - 1,800",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",150 - 160,"1,700 - 1,800",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",150 - 160,"1,700 - 1,800",May 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",170 - 180,"1,800 - 1,900",Apr 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,750",150 - 160,"1,700 - 1,800",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,700",150 - 160,"1,600 - 1,700",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",130 - 140,"1,400 - 1,500",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",150 - 160,"1,700 - 1,800",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,800",150 - 160,"1,700 - 1,800",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",150 - 160,"1,700 - 1,800",Mar 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,750",150 - 160,"1,700 - 1,800",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,000",130 - 140,"1,400 - 1,500",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,600",130 - 140,"1,400 - 1,500",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,900",130 - 140,"1,400 - 1,500",Jan 2020
IVORY HEIGHTS,JURONG EAST STREET 13,22,Non-landed Properties,NA,"2,400",130 - 140,"1,400 - 1,500",Feb 2020
