Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,700",70 - 80,800 - 900,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,900",70 - 80,800 - 900,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,350",40 - 50,500 - 600,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,200",110 - 120,"1,200 - 1,300",Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,500",100 - 110,"1,100 - 1,200",Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,150",30 - 40,400 - 500,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,300",70 - 80,800 - 900,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,4,"5,500",130 - 140,"1,400 - 1,500",Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",40 - 50,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,700",50 - 60,500 - 600,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,000",70 - 80,800 - 900,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,700",80 - 90,"900 - 1,000",Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",30 - 40,400 - 500,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,350",70 - 80,700 - 800,Feb 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,500",70 - 80,800 - 900,Mar 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Jan 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,050",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,000",80 - 90,800 - 900,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,550",70 - 80,800 - 900,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,100",70 - 80,800 - 900,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",40 - 50,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",30 - 40,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,150",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,350",70 - 80,700 - 800,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Jun 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"1,900",30 - 40,400 - 500,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,600",50 - 60,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,800",50 - 60,500 - 600,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,May 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,500",70 - 80,800 - 900,Jul 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,900",70 - 80,700 - 800,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,700",150 - 160,"1,600 - 1,700",Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Aug 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,450",70 - 80,800 - 900,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,700",70 - 80,800 - 900,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,350",50 - 60,500 - 600,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,350",70 - 80,800 - 900,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,600",50 - 60,500 - 600,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,4,"5,300",140 - 150,"1,500 - 1,600",Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,600",50 - 60,500 - 600,Sep 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,350",40 - 50,500 - 600,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"4,000",110 - 120,"1,100 - 1,200",Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,4,"4,900",140 - 150,"1,500 - 1,600",Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,035",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,600",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,000",100 - 110,"1,100 - 1,200",Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,200",70 - 80,700 - 800,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,750",50 - 60,500 - 600,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,000",70 - 80,700 - 800,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Oct 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",60 - 70,600 - 700,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,650",50 - 60,500 - 600,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,800",100 - 110,"1,100 - 1,200",Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",30 - 40,400 - 500,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",70 - 80,700 - 800,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,300",70 - 80,800 - 900,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,150",70 - 80,800 - 900,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"1,950",30 - 40,400 - 500,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,000",70 - 80,800 - 900,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,000",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"3,300",70 - 80,800 - 900,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,450",50 - 60,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,600",50 - 60,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,3,"4,000",100 - 110,"1,100 - 1,200",Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"2,700",50 - 60,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Nov 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,300",70 - 80,700 - 800,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,2,"3,500",70 - 80,700 - 800,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",40 - 50,500 - 600,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,300",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Dec 2020
THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,Non-landed Properties,1,"2,250",30 - 40,400 - 500,Dec 2020
THE PRIMERO,LORONG 19 GEYLANG,14,Non-landed Properties,NA,"3,300",130 - 140,"1,400 - 1,500",Jun 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,3,"2,500",100 - 110,"1,000 - 1,100",Apr 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,3,"2,450",100 - 110,"1,000 - 1,100",Jun 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,2,"2,400",80 - 90,800 - 900,Aug 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,2,"2,350",80 - 90,800 - 900,Oct 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,2,"2,500",80 - 90,800 - 900,Oct 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,2,"2,500",80 - 90,800 - 900,Dec 2020
THE PRINCETON,EWE BOON ROAD,10,Non-landed Properties,2,"2,350",80 - 90,800 - 900,Dec 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",Jan 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,750",40 - 50,400 - 500,Apr 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Apr 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Apr 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,650",40 - 50,400 - 500,Jun 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,500",40 - 50,400 - 500,May 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,2,"2,200",80 - 90,"900 - 1,000",May 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,800",40 - 50,400 - 500,May 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,650",40 - 50,400 - 500,Jan 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,May 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,750",30 - 40,400 - 500,Feb 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,750",40 - 50,400 - 500,May 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,500 - 600,Mar 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Mar 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,2,"1,950",50 - 60,600 - 700,Mar 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Mar 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Feb 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Feb 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jan 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,600",40 - 50,400 - 500,Feb 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,750",40 - 50,400 - 500,Jul 2020
THE PROMENADE@PELIKAT,JALAN PELIKAT,19,Non-landed Properties,1,"1,700",40 - 50,400 - 500,Jul 2020
