Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
ROBERTSON 100,ROBERTSON QUAY,09,Non-landed Properties,2,"3,900",70 - 80,800 - 900,Apr 2019
ROBERTSON 100,ROBERTSON QUAY,09,Non-landed Properties,2,"3,800",70 - 80,800 - 900,Apr 2019
ROBERTSON 100,ROBERTSON QUAY,09,Non-landed Properties,1,"3,000",50 - 60,600 - 700,Apr 2019
ROBERTSON 100,ROBERTSON QUAY,09,Non-landed Properties,2,"3,650",70 - 80,700 - 800,Apr 2019
ROBERTSON 100,ROBERTSON QUAY,09,Non-landed Properties,3,"4,300",90 - 100,"900 - 1,000",Apr 2019
ROBERTSON BLUE,ROBERTSON QUAY,09,Non-landed Properties,2,"6,000",90 - 100,"1,000 - 1,100",Apr 2019
ROBERTSON EDGE,TONG WATT ROAD,09,Non-landed Properties,1,"2,250",40 - 50,400 - 500,Apr 2019
ROBERTSON EDGE,TONG WATT ROAD,09,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Apr 2019
ROBERTSON EDGE,TONG WATT ROAD,09,Non-landed Properties,2,"3,200",40 - 50,400 - 500,Apr 2019
ROBERTSON EDGE,TONG WATT ROAD,09,Non-landed Properties,1,"2,150",30 - 40,400 - 500,Apr 2019
ROBERTSON EDGE,TONG WATT ROAD,09,Non-landed Properties,1,"2,400",30 - 40,300 - 400,Apr 2019
ROBIN REGALIA,ROBIN ROAD,10,Non-landed Properties,2,"2,700",70 - 80,800 - 900,Apr 2019
ROBIN REGALIA,ROBIN ROAD,10,Non-landed Properties,3,"3,000",80 - 90,"900 - 1,000",Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,2,"2,500",50 - 60,500 - 600,Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,2,"3,000",50 - 60,500 - 600,Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,3,"4,000",80 - 90,"900 - 1,000",Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,4,"7,100",140 - 150,"1,500 - 1,600",Apr 2019
ROBIN RESIDENCES,ROBIN DRIVE,10,Non-landed Properties,3,"4,650",90 - 100,"1,000 - 1,100",Apr 2019
ROBIN SUITES,ROBIN ROAD,10,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Apr 2019
ROBIN SUITES,ROBIN ROAD,10,Non-landed Properties,2,"2,800",50 - 60,500 - 600,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,1,"2,700",40 - 50,400 - 500,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,1,"3,000",40 - 50,400 - 500,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,1,"3,100",40 - 50,400 - 500,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,1,"2,900",40 - 50,400 - 500,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,2,"3,500",50 - 60,600 - 700,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,1,"3,000",40 - 50,400 - 500,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,2,"3,500",50 - 60,600 - 700,Apr 2019
ROBINSON SUITES,ROBINSON ROAD,01,Non-landed Properties,2,"3,300",50 - 60,600 - 700,Apr 2019
ROCCA BALESTIER,BALESTIER ROAD,12,Non-landed Properties,3,"2,650",80 - 90,800 - 900,Apr 2019
ROCHALIE RESIDENCES,ROCHALIE DRIVE,10,Non-landed Properties,4,"9,300",200 - 210,"2,200 - 2,300",Apr 2019
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-landed Properties,2,"3,900",90 - 100,"1,000 - 1,100",Apr 2019
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-landed Properties,2,"4,000",90 - 100,"1,000 - 1,100",Apr 2019
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-landed Properties,3,"6,300",160 - 170,"1,700 - 1,800",Apr 2019
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-landed Properties,2,"3,900",90 - 100,"1,000 - 1,100",Apr 2019
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-landed Properties,3,"5,870",140 - 150,"1,500 - 1,600",Apr 2019
ROSALIA PARK,LORONG ONG LYE,19,Non-landed Properties,3,"2,400",130 - 140,"1,300 - 1,400",Apr 2019
ROSE APARTMENTS,GEYLANG ROAD,14,Non-landed Properties,NA,"2,200",100 - 110,"1,100 - 1,200",Apr 2019
ROSELANE COURT,ROSE LANE,15,Non-landed Properties,NA,"3,100",150 - 160,"1,700 - 1,800",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,100",80 - 90,"900 - 1,000",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,2,"2,000",80 - 90,"900 - 1,000",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,350",100 - 110,"1,000 - 1,100",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,150",100 - 110,"1,000 - 1,100",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,650",100 - 110,"1,100 - 1,200",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,450",100 - 110,"1,000 - 1,100",Apr 2019
ROSEWOOD,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,350",100 - 110,"1,000 - 1,100",Apr 2019
ROSEWOOD SUITES,ROSEWOOD DRIVE,25,Non-landed Properties,2,"1,700",100 - 110,"1,100 - 1,200",Apr 2019
ROSEWOOD SUITES,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,600",140 - 150,"1,500 - 1,600",Apr 2019
ROSEWOOD SUITES,ROSEWOOD DRIVE,25,Non-landed Properties,3,"2,150",90 - 100,"900 - 1,000",Apr 2019
ROSIE VIEW,MOUNT ROSIE ROAD,11,Terrace House,NA,"6,300",230 - 240,"2,400 - 2,500",Apr 2019
ROSYTH RESIDENCE,ROSYTH ROAD,19,Non-landed Properties,3,"2,400",90 - 100,"1,000 - 1,100",Apr 2019
ROYAL COURT,JALAN RAJAWALI,21,Non-landed Properties,2,"2,200",90 - 100,"1,000 - 1,100",Apr 2019
ROYCE RESIDENCES,LORONG 6 GEYLANG,14,Non-landed Properties,1,"1,700",30 - 40,400 - 500,Apr 2019
ROYCE RESIDENCES,LORONG 6 GEYLANG,14,Non-landed Properties,1,"1,450",30 - 40,300 - 400,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,1,"2,450",30 - 40,400 - 500,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,2,"3,450",70 - 80,800 - 900,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,1,"2,350",30 - 40,300 - 400,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,1,"2,050",30 - 40,300 - 400,Apr 2019
RV EDGE,SHANGHAI ROAD,10,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Apr 2019
RV POINT,RIVER VALLEY ROAD,09,Non-landed Properties,1,"2,500",30 - 40,400 - 500,Apr 2019
RV POINT,RIVER VALLEY ROAD,09,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Apr 2019
RV POINT,RIVER VALLEY ROAD,09,Non-landed Properties,1,"2,800",70 - 80,700 - 800,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,200",60 - 70,600 - 700,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,4,"4,700",100 - 110,"1,100 - 1,200",Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,500",30 - 40,400 - 500,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,3,"5,000",80 - 90,800 - 900,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,3,"3,650",80 - 90,800 - 900,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,800",30 - 40,400 - 500,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,800",60 - 70,600 - 700,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,500",30 - 40,400 - 500,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,3,"4,000",80 - 90,800 - 900,Apr 2019
RV RESIDENCES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"2,800",60 - 70,600 - 700,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,250",50 - 60,600 - 700,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,700",90 - 100,"1,000 - 1,100",Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,600",60 - 70,600 - 700,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,350",40 - 50,500 - 600,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Apr 2019
RV SUITES,RIVER VALLEY ROAD,10,Non-landed Properties,2,"3,800",90 - 100,"1,000 - 1,100",Apr 2019
SAGE,NASSIM ROAD,10,Non-landed Properties,4,"15,800",260 - 270,"2,800 - 2,900",Apr 2019
SAGE,NASSIM ROAD,10,Non-landed Properties,4,"15,800",260 - 270,"2,800 - 2,900",Apr 2019
SAM KIANG MANSIONS,ST. THOMAS WALK,09,Non-landed Properties,3,"3,000",110 - 120,"1,200 - 1,300",Apr 2019
SAM KIANG MANSIONS,ST. THOMAS WALK,09,Non-landed Properties,3,"3,200",110 - 120,"1,200 - 1,300",Apr 2019
SANCTUARY @ 813,UPPER SERANGOON ROAD,19,Non-landed Properties,2,"2,500",80 - 90,800 - 900,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,300",60 - 70,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,850",120 - 130,"1,300 - 1,400",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"4,000",110 - 120,"1,200 - 1,300",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,500",100 - 110,"1,000 - 1,100",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,900",60 - 70,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,700",100 - 110,"1,100 - 1,200",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,650",70 - 80,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,100",100 - 110,"1,100 - 1,200",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"4,300",110 - 120,"1,200 - 1,300",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,050",90 - 100,"1,000 - 1,100",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,400",90 - 100,"1,000 - 1,100",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,4,"4,500",130 - 140,"1,400 - 1,500",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,900",60 - 70,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,500",90 - 100,"1,000 - 1,100",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"3,800",110 - 120,"1,200 - 1,300",Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"2,600",70 - 80,700 - 800,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,2,"3,100",70 - 80,800 - 900,Apr 2019
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-landed Properties,3,"4,300",140 - 150,"1,500 - 1,600",Apr 2019
SANDALWOOD,TEMBELING ROAD,15,Terrace House,NA,"7,500",230 - 240,"2,500 - 2,600",Apr 2019
SANDALWOOD,TEMBELING ROAD,15,Non-landed Properties,2,"4,200",90 - 100,"1,000 - 1,100",Apr 2019
SANDILANDS RESIDENCES,SANDILANDS ROAD,19,Terrace House,NA,"5,100",230 - 240,"2,500 - 2,600",Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,1,"2,000",40 - 50,500 - 600,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,1,"2,300",40 - 50,500 - 600,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,1,"2,100",40 - 50,500 - 600,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,1,"2,100",40 - 50,500 - 600,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,3,"3,500",90 - 100,"1,000 - 1,100",Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,1,"2,250",40 - 50,500 - 600,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,3,"3,900",120 - 130,"1,300 - 1,400",Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,2,"2,600",60 - 70,600 - 700,Apr 2019
SANT RITZ,PHENG GECK AVENUE,13,Non-landed Properties,2,"2,600",60 - 70,600 - 700,Apr 2019
SANTA FE MANSIONS,MARGATE ROAD,15,Non-landed Properties,3,"2,750",100 - 110,"1,000 - 1,100",Apr 2019
SAPPHIRE 99,SOPHIA ROAD,09,Non-landed Properties,2,"2,600",70 - 80,700 - 800,Apr 2019
SARHAD VILLE,LORONG SARHAD,05,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Apr 2019
SARKIES GARDENS,SARKIES ROAD,10,Non-landed Properties,NA,"3,500",100 - 110,"1,100 - 1,200",Apr 2019
SARKIES GARDENS,SARKIES ROAD,10,Non-landed Properties,NA,"3,500",100 - 110,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"2,650",100 - 110,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"3,000",110 - 120,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,4,"3,500",130 - 140,"1,300 - 1,400",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"2,700",100 - 110,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,4,"3,100",130 - 140,"1,300 - 1,400",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"2,850",100 - 110,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"2,550",110 - 120,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,3,"2,800",100 - 110,"1,100 - 1,200",Apr 2019
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-landed Properties,4,"3,200",130 - 140,"1,300 - 1,400",Apr 2019
SCENIC HEIGHTS,BALESTIER ROAD,12,Non-landed Properties,2,"2,400",70 - 80,800 - 900,Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,1,"4,000",100 - 110,"1,000 - 1,100",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"5,500",150 - 160,"1,600 - 1,700",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"6,200",150 - 160,"1,600 - 1,700",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"9,100",150 - 160,"1,600 - 1,700",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"5,000",150 - 160,"1,600 - 1,700",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"6,400",150 - 160,"1,600 - 1,700",Apr 2019
SCOTTS 28,SCOTTS ROAD,09,Non-landed Properties,3,"6,500",180 - 190,"2,000 - 2,100",Apr 2019
SCOTTS HIGHPARK,SCOTTS ROAD,09,Non-landed Properties,2,"3,800",100 - 110,"1,100 - 1,200",Apr 2019
SCOTTS HIGHPARK,SCOTTS ROAD,09,Non-landed Properties,3,"6,600",160 - 170,"1,700 - 1,800",Apr 2019
SCOTTS HIGHPARK,SCOTTS ROAD,09,Non-landed Properties,4,"14,600",390 - 400,"4,200 - 4,300",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"5,000",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,863",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"5,800",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,900",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"6,300",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"3,500",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"6,850",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,500",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"5,050",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,3,"8,000",110 - 120,"1,200 - 1,300",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"7,100",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,3,"7,800",110 - 120,"1,200 - 1,300",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"5,200",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"6,500",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,3,"8,300",110 - 120,"1,200 - 1,300",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,000",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,300",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"5,500",80 - 90,800 - 900,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"3,700",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,3,"8,000",110 - 120,"1,200 - 1,300",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,1,"4,000",50 - 60,600 - 700,Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"6,300",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"6,700",80 - 90,"900 - 1,000",Apr 2019
SCOTTS SQUARE,SCOTTS ROAD,09,Non-landed Properties,2,"6,000",80 - 90,"900 - 1,000",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,2,"2,150",70 - 80,800 - 900,Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"2,300",80 - 90,"900 - 1,000",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"2,750",100 - 110,"1,100 - 1,200",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"2,350",100 - 110,"1,100 - 1,200",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"3,800",90 - 100,"900 - 1,000",Apr 2019
SEA ESTA,PASIR RIS LINK,18,Non-landed Properties,3,"3,200",140 - 150,"1,500 - 1,600",Apr 2019
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,4,"3,000",120 - 130,"1,300 - 1,400",Apr 2019
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,4,"2,800",120 - 130,"1,300 - 1,400",Apr 2019
SEA HORIZON,PASIR RIS RISE,18,Executive Condominium,4,"3,400",150 - 160,"1,600 - 1,700",Apr 2019
SEA VIEW PARK,JALAN SEAVIEW,15,Semi-Detached House,NA,"4,900",200 - 210,"2,100 - 2,200",Apr 2019
SEA VIEW PARK,JALAN SEAVIEW,15,Semi-Detached House,NA,"6,200",180 - 190,"1,900 - 2,000",Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,500",50 - 60,600 - 700,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,500",60 - 70,700 - 800,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,700",60 - 70,600 - 700,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,NA,"2,000",40 - 50,400 - 500,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,500",60 - 70,600 - 700,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,NA,"2,300",40 - 50,500 - 600,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,3,"4,400",100 - 110,"1,100 - 1,200",Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,3,"4,200",100 - 110,"1,100 - 1,200",Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,NA,"2,200",40 - 50,400 - 500,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,500",60 - 70,700 - 800,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,2,"3,000",80 - 90,800 - 900,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,3,"3,900",90 - 100,"1,000 - 1,100",Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,NA,"2,100",40 - 50,400 - 500,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,NA,"2,450",40 - 50,500 - 600,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,2,"3,400",80 - 90,800 - 900,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,4,"9,234",290 - 300,"3,200 - 3,300",Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,1,"2,700",60 - 70,600 - 700,Apr 2019
SEAHILL,WEST COAST CRESCENT,05,Non-landed Properties,2,"3,000",80 - 90,"900 - 1,000",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,4,"12,000",310 - 320,"3,300 - 3,400",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,3,"8,500",200 - 210,"2,100 - 2,200",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,4,"12,000",310 - 320,"3,300 - 3,400",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,5,"20,000",610 - 620,"6,600 - 6,700",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,3,"8,500",210 - 220,"2,300 - 2,400",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,3,"8,500",200 - 210,"2,100 - 2,200",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,3,"8,500",200 - 210,"2,100 - 2,200",Apr 2019
SEASCAPE,COVE WAY,04,Non-landed Properties,3,"9,000",200 - 210,"2,100 - 2,200",Apr 2019
SEASONS PARK,YIO CHU KANG ROAD,26,Non-landed Properties,2,"2,000",90 - 100,"1,000 - 1,100",Apr 2019
SEASONS PARK,YIO CHU KANG ROAD,26,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Apr 2019
SEASONS PARK,YIO CHU KANG ROAD,26,Non-landed Properties,2,"2,200",90 - 100,"1,000 - 1,100",Apr 2019
SEASONS PARK,YIO CHU KANG ROAD,26,Non-landed Properties,4,"6,063",170 - 180,"1,800 - 1,900",Apr 2019
SEASONS PARK,YIO CHU KANG ROAD,26,Non-landed Properties,2,"2,500",100 - 110,"1,100 - 1,200",Apr 2019
SEASONS VIEW,PEMIMPIN DRIVE,20,Non-landed Properties,2,"2,250",90 - 100,"900 - 1,000",Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,NA,"1,750",50 - 60,500 - 600,Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,NA,"1,800",50 - 60,500 - 600,Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,3,"2,500",100 - 110,"1,100 - 1,200",Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,3,"2,700",110 - 120,"1,100 - 1,200",Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,NA,"1,700",50 - 60,500 - 600,Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,NA,"1,700",50 - 60,500 - 600,Apr 2019
SEASTRAND,PASIR RIS LINK,18,Non-landed Properties,2,"2,200",80 - 90,800 - 900,Apr 2019
SEASUITES,PASIR PANJANG ROAD,05,Non-landed Properties,2,"2,900",90 - 100,"1,000 - 1,100",Apr 2019
SEASUITES,PASIR PANJANG ROAD,05,Non-landed Properties,1,"2,300",50 - 60,500 - 600,Apr 2019
SEASUITES,PASIR PANJANG ROAD,05,Non-landed Properties,2,"3,100",80 - 90,800 - 900,Apr 2019
SEASUITES,PASIR PANJANG ROAD,05,Non-landed Properties,2,"3,500",80 - 90,"900 - 1,000",Apr 2019
