Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
# 1 SUITES,LORONG 20 GEYLANG,14,Non-landed Properties,1,"2,000",50 - 60,600 - 700,Jan 2022
# 1 SUITES,LORONG 20 GEYLANG,14,Non-landed Properties,1,"2,400",50 - 60,500 - 600,Jan 2022
# 1 SUITES,LORONG 20 GEYLANG,14,Non-landed Properties,1,"2,600",50 - 60,600 - 700,Jan 2022
# 1 SUITES,LORONG 20 GEYLANG,14,Non-landed Properties,1,"1,900",50 - 60,500 - 600,Jan 2022
1 CANBERRA,CANBERRA DRIVE,27,Executive Condominium,3,"1,800",110 - 120,"1,200 - 1,300",Jan 2022
1 KING ALBERT PARK,KING ALBERT PARK,21,Non-landed Properties,3,"3,500",130 - 140,"1,400 - 1,500",Jan 2022
1 MOULMEIN RISE,MOULMEIN RISE,11,Non-landed Properties,3,"4,800",110 - 120,"1,200 - 1,300",Jan 2022
1 MOULMEIN RISE,MOULMEIN RISE,11,Non-landed Properties,3,"4,250",110 - 120,"1,200 - 1,300",Jan 2022
1 NASSIM,NASSIM ROAD,10,Non-landed Properties,2,"4,658",150 - 160,"1,600 - 1,700",Jan 2022
1 NASSIM,NASSIM ROAD,10,Non-landed Properties,2,"5,266",170 - 180,"1,900 - 2,000",Jan 2022
10 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,1,"3,100",90 - 100,"900 - 1,000",Jan 2022
10 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Jan 2022
10 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jan 2022
10 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Jan 2022
10 SHELFORD,SHELFORD ROAD,11,Non-landed Properties,1,"2,000",60 - 70,600 - 700,Jan 2022
11 AMBER ROAD,AMBER ROAD,15,Non-landed Properties,3,"4,350",140 - 150,"1,500 - 1,600",Jan 2022
111 EMERALD HILL,EMERALD HILL ROAD,09,Non-landed Properties,3,"9,200",190 - 200,"2,100 - 2,200",Jan 2022
16 @ AMBER,AMBER ROAD,15,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,2,"2,900",60 - 70,700 - 800,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,2,"2,850",70 - 80,800 - 900,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,1,"2,100",40 - 50,400 - 500,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Jan 2022
18 WOODSVILLE,WOODSVILLE CLOSE,13,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jan 2022
183 LONGHAUS,UPPER THOMSON ROAD,20,Non-landed Properties,2,"2,700",50 - 60,500 - 600,Jan 2022
183 LONGHAUS,UPPER THOMSON ROAD,20,Non-landed Properties,2,"2,900",50 - 60,500 - 600,Jan 2022
183 LONGHAUS,UPPER THOMSON ROAD,20,Non-landed Properties,2,"3,000",60 - 70,600 - 700,Jan 2022
1919,SOPHIA ROAD,09,Non-landed Properties,1,"3,000",50 - 60,500 - 600,Jan 2022
1919,SOPHIA ROAD,09,Non-landed Properties,1,"2,900",50 - 60,500 - 600,Jan 2022
2 RVG,RIVER VALLEY GROVE,09,Non-landed Properties,2,"3,800",80 - 90,"900 - 1,000",Jan 2022
21 RICHARDS,RICHARDS AVENUE,19,Non-landed Properties,2,"2,400",60 - 70,600 - 700,Jan 2022
21 RICHARDS,RICHARDS AVENUE,19,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2022
24 ONE RESIDENCES,PASIR PANJANG ROAD,05,Non-landed Properties,3,"3,550",70 - 80,800 - 900,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,2,"2,750",50 - 60,500 - 600,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,500",50 - 60,500 - 600,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,700",40 - 50,400 - 500,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,900",40 - 50,400 - 500,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,700",40 - 50,400 - 500,Jan 2022
26 NEWTON,NEWTON ROAD,11,Non-landed Properties,1,"2,600",40 - 50,400 - 500,Jan 2022
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,2,"2,200",40 - 50,400 - 500,Jan 2022
28 IMPERIAL RESIDENCES,LORONG 26 GEYLANG,14,Non-landed Properties,1,"2,300",40 - 50,400 - 500,Jan 2022
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,600",70 - 80,800 - 900,Jan 2022
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,000",40 - 50,400 - 500,Jan 2022
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jan 2022
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2022
28 RC SUITES,RACE COURSE LANE,08,Non-landed Properties,1,"2,600",70 - 80,800 - 900,Jan 2022
283 STUDIO,RIVER VALLEY ROAD,09,Non-landed Properties,1,"3,000",110 - 120,"1,200 - 1,300",Jan 2022
3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,10,Non-landed Properties,5,"31,000",600 - 610,"6,500 - 6,600",Jan 2022
33 RESIDENCES,LORONG 30 GEYLANG,14,Non-landed Properties,NA,"3,500",70 - 80,700 - 800,Jan 2022
33 RESIDENCES,LORONG 30 GEYLANG,14,Non-landed Properties,NA,"3,500",70 - 80,700 - 800,Jan 2022
33 RESIDENCES,LORONG 30 GEYLANG,14,Non-landed Properties,NA,"3,700",70 - 80,700 - 800,Jan 2022
33 RESIDENCES,LORONG 30 GEYLANG,14,Non-landed Properties,NA,"3,500",60 - 70,600 - 700,Jan 2022
33 RESIDENCES,LORONG 30 GEYLANG,14,Non-landed Properties,NA,"3,500",60 - 70,600 - 700,Jan 2022
336 RIVER VALLEY,RIVER VALLEY ROAD,09,Non-landed Properties,2,"3,979",140 - 150,"1,500 - 1,600",Jan 2022
336 RIVER VALLEY,RIVER VALLEY ROAD,09,Non-landed Properties,2,"3,699",140 - 150,"1,500 - 1,600",Jan 2022
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,2,"3,400",80 - 90,800 - 900,Jan 2022
368 THOMSON,THOMSON ROAD,11,Non-landed Properties,1,"3,300",60 - 70,600 - 700,Jan 2022
38 AMBER,AMBER ROAD,15,Non-landed Properties,2,"3,500",80 - 90,800 - 900,Jan 2022
38 AMBER,AMBER ROAD,15,Non-landed Properties,3,"4,250",110 - 120,"1,100 - 1,200",Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,1,"2,500",40 - 50,500 - 600,Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,100",40 - 50,400 - 500,Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,100",40 - 50,500 - 600,Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,400",60 - 70,600 - 700,Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,000",40 - 50,400 - 500,Jan 2022
38 I SUITES,IPOH LANE,15,Non-landed Properties,2,"2,650",40 - 50,500 - 600,Jan 2022
38 JERVOIS,JERVOIS ROAD,10,Non-landed Properties,3,"4,000",70 - 80,800 - 900,Jan 2022
38 JERVOIS,JERVOIS ROAD,10,Non-landed Properties,2,"3,800",110 - 120,"1,100 - 1,200",Jan 2022
3@PHILLIPS,PHILLIPS AVENUE,19,Non-landed Properties,3,"2,350",90 - 100,"1,000 - 1,100",Jan 2022
448@EAST COAST,EAST COAST ROAD,15,Non-landed Properties,1,"2,050",40 - 50,400 - 500,Jan 2022
448@EAST COAST,EAST COAST ROAD,15,Non-landed Properties,1,"2,200",40 - 50,400 - 500,Jan 2022
448@EAST COAST,EAST COAST ROAD,15,Non-landed Properties,2,"2,400",50 - 60,500 - 600,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,500",40 - 50,400 - 500,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,300",40 - 50,500 - 600,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,450",40 - 50,500 - 600,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,200",70 - 80,800 - 900,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,300",70 - 80,800 - 900,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,600",70 - 80,800 - 900,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,450",40 - 50,500 - 600,Jan 2022
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-landed Properties,1,"3,500",40 - 50,500 - 600,Jan 2022
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,500",70 - 80,800 - 900,Jan 2022
70@TRURO,TRURO ROAD,08,Non-landed Properties,3,"3,500",70 - 80,800 - 900,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,200",50 - 60,600 - 700,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,300",50 - 60,500 - 600,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,850",50 - 60,600 - 700,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",50 - 60,500 - 600,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,400",50 - 60,500 - 600,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,500",50 - 60,500 - 600,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"4,000",50 - 60,600 - 700,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,1,"3,200",50 - 60,500 - 600,Jan 2022
76 SHENTON,SHENTON WAY,02,Non-landed Properties,2,"4,400",90 - 100,"900 - 1,000",Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,1,"3,400",80 - 90,800 - 900,Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,000",130 - 140,"1,400 - 1,500",Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,600",130 - 140,"1,400 - 1,500",Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,700",130 - 140,"1,400 - 1,500",Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"5,900",130 - 140,"1,400 - 1,500",Jan 2022
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-landed Properties,3,"6,000",120 - 130,"1,300 - 1,400",Jan 2022
8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,400",40 - 50,400 - 500,Jan 2022
8 BASSEIN,BASSEIN ROAD,11,Non-landed Properties,1,"2,150",40 - 50,400 - 500,Jan 2022
8 FARRER SUITES,SING JOO WALK,08,Non-landed Properties,2,"2,900",60 - 70,600 - 700,Jan 2022
8 NAPIER,NAPIER ROAD,10,Non-landed Properties,6,"28,000",540 - 550,"5,900 - 6,000",Jan 2022
8 NAPIER,NAPIER ROAD,10,Non-landed Properties,3,"10,900",180 - 190,"2,000 - 2,100",Jan 2022
8 RODYK,RODYK STREET,09,Non-landed Properties,3,"7,500",150 - 160,"1,600 - 1,700",Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,1,"3,700",40 - 50,500 - 600,Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,670",80 - 90,800 - 900,Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"3,400",50 - 60,500 - 600,Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,3,"8,000",120 - 130,"1,300 - 1,400",Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,400",80 - 90,800 - 900,Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"5,580",80 - 90,800 - 900,Jan 2022
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-landed Properties,2,"6,000",70 - 80,800 - 900,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,150",70 - 80,800 - 900,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"2,800",70 - 80,800 - 900,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,500",80 - 90,800 - 900,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"3,800",80 - 90,"900 - 1,000",Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,300",100 - 110,"1,000 - 1,100",Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,3,"4,150",100 - 110,"1,000 - 1,100",Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,500",80 - 90,800 - 900,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,2,"3,450",80 - 90,"900 - 1,000",Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,NA,"2,200",30 - 40,300 - 400,Jan 2022
8@WOODLEIGH,WOODLEIGH CLOSE,13,Non-landed Properties,NA,"1,500",30 - 40,300 - 400,Jan 2022
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,2,"2,900",70 - 80,700 - 800,Jan 2022
8M RESIDENCES,MARGATE ROAD,15,Non-landed Properties,1,"2,800",40 - 50,500 - 600,Jan 2022
91 MARSHALL,MARSHALL ROAD,15,Non-landed Properties,1,"1,600",30 - 40,300 - 400,Jan 2022
91 MARSHALL,MARSHALL ROAD,15,Non-landed Properties,2,"2,550",50 - 60,500 - 600,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,350",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,100",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,400",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,900",100 - 110,"1,100 - 1,200",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,800",70 - 80,700 - 800,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,4,"3,500",120 - 130,"1,300 - 1,400",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,200",100 - 110,"1,100 - 1,200",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,600",80 - 90,"900 - 1,000",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,400",80 - 90,"900 - 1,000",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,700",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,900",90 - 100,"1,000 - 1,100",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,500",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,300",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"2,900",90 - 100,"1,000 - 1,100",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,250",110 - 120,"1,200 - 1,300",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,700",70 - 80,700 - 800,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"3,000",70 - 80,700 - 800,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,600",70 - 80,700 - 800,Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,3,"3,100",90 - 100,"1,000 - 1,100",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"2,450",80 - 90,"900 - 1,000",Jan 2022
A TREASURE TROVE,PUNGGOL WALK,19,Non-landed Properties,2,"3,400",90 - 100,"1,000 - 1,100",Jan 2022
AALTO,MEYER ROAD,15,Non-landed Properties,3,"5,200",140 - 150,"1,500 - 1,600",Jan 2022
AALTO,MEYER ROAD,15,Non-landed Properties,3,"5,400",140 - 150,"1,500 - 1,600",Jan 2022
AALTO,MEYER ROAD,15,Non-landed Properties,3,"5,700",130 - 140,"1,400 - 1,500",Jan 2022
AALTO,MEYER ROAD,15,Non-landed Properties,4,"6,500",180 - 190,"1,900 - 2,000",Jan 2022
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,2,"3,700",100 - 110,"1,100 - 1,200",Jan 2022
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,2,"2,800",80 - 90,800 - 900,Jan 2022
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-landed Properties,3,"4,350",100 - 110,"1,100 - 1,200",Jan 2022
ADANA @ THOMSON,OLD UPPER THOMSON ROAD,20,Non-landed Properties,2,"2,400",50 - 60,500 - 600,Jan 2022
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,1,"2,700",50 - 60,500 - 600,Jan 2022
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,100",60 - 70,600 - 700,Jan 2022
ADRIA,DERBYSHIRE ROAD,11,Non-landed Properties,2,"3,200",60 - 70,600 - 700,Jan 2022
AIRVIEW PARK,THAM SOONG AVENUE,21,Semi-Detached House,NA,"3,100",150 - 160,"1,600 - 1,700",Jan 2022
AIRVIEW PARK,YUK TONG AVENUE,21,Terrace House,NA,"7,200",180 - 190,"1,900 - 2,000",Jan 2022
ALANA,SUNRISE TERRACE,28,Terrace House,NA,"6,897",320 - 330,"3,400 - 3,500",Jan 2022
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,000",90 - 100,"1,000 - 1,100",Jan 2022
ALESSANDREA,ALEXANDRA ROAD,03,Non-landed Properties,3,"3,600",110 - 120,"1,200 - 1,300",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,500",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,000",80 - 90,800 - 900,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"3,900",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,1,"2,800",40 - 50,500 - 600,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,500",90 - 100,"1,000 - 1,100",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,550",90 - 100,"1,000 - 1,100",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"6,100",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,500",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,400",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,969",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,300",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,1,"3,000",40 - 50,400 - 500,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,1,"2,900",40 - 50,400 - 500,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,700",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,550",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,500",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"5,000",90 - 100,"1,000 - 1,100",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,3,"4,500",80 - 90,"900 - 1,000",Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"3,900",60 - 70,600 - 700,Jan 2022
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-landed Properties,2,"4,866",60 - 70,600 - 700,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,750",40 - 50,500 - 600,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"3,000",50 - 60,600 - 700,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,600",70 - 80,700 - 800,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,250",30 - 40,400 - 500,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,400 - 500,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",50 - 60,500 - 600,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,600",80 - 90,"900 - 1,000",Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,100",30 - 40,400 - 500,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,200",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,900",50 - 60,600 - 700,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"2,800",50 - 60,500 - 600,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,500",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,650",30 - 40,400 - 500,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,600",40 - 50,500 - 600,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,700",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,500",30 - 40,300 - 400,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,800",70 - 80,800 - 900,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"3,300",50 - 60,600 - 700,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,700",30 - 40,400 - 500,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,2,"3,650",80 - 90,800 - 900,Jan 2022
ALEXIS,ALEXANDRA ROAD,03,Non-landed Properties,1,"2,500",30 - 40,300 - 400,Jan 2022
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,3,"4,750",180 - 190,"1,900 - 2,000",Jan 2022
ALLSWORTH PARK,HOLLAND ROAD,10,Non-landed Properties,3,"6,000",180 - 190,"1,900 - 2,000",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"9,322",140 - 150,"1,500 - 1,600",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"5,400",90 - 100,"1,000 - 1,100",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,3,"8,951",150 - 160,"1,600 - 1,700",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"7,167",100 - 110,"1,100 - 1,200",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"6,933",100 - 110,"1,100 - 1,200",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,250",40 - 50,500 - 600,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,000",40 - 50,500 - 600,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,300",40 - 50,500 - 600,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"3,400",40 - 50,500 - 600,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,2,"7,100",110 - 120,"1,100 - 1,200",Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,000",50 - 60,500 - 600,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,400",70 - 80,700 - 800,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,700",70 - 80,700 - 800,Jan 2022
ALTEZ,ENGGOR STREET,02,Non-landed Properties,1,"4,400",50 - 60,500 - 600,Jan 2022
AMANINDA,THOMSON ROAD,11,Non-landed Properties,1,"2,600",50 - 60,600 - 700,Jan 2022
AMANINDA,THOMSON ROAD,11,Non-landed Properties,2,"3,000",90 - 100,"1,000 - 1,100",Jan 2022
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,2,"2,900",90 - 100,"900 - 1,000",Jan 2022
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,4,"8,500",260 - 270,"2,800 - 2,900",Jan 2022
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,4,"4,700",130 - 140,"1,400 - 1,500",Jan 2022
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,3,"4,000",100 - 110,"1,100 - 1,200",Jan 2022
AMARANDA GARDENS,SERANGOON AVENUE 3,19,Non-landed Properties,4,"4,600",130 - 140,"1,400 - 1,500",Jan 2022
